versionCreated,headline,storyId,sourceCode,cRIC
2025-01-16 00:53:59.000,"Apple smartphone shipments from China fell 25% in Q4, Canalys says",urn:newsml:reuters.com:20250116:nL4N3OC01M:5,NS:RTRS,AAPL.O
2025-01-16 00:45:03.000,CORRECTED-HUAWEI SMARTPHONE SHIPMENTS IN CHINA INCREASED 24% Y/Y (NOT DECREASED 17%) IN Q4 - CANALYS,urn:newsml:reuters.com:20250116:nL4N3OC01M:4,NS:RTRS,AAPL.O
2025-01-16 00:45:02.000,CORRECTED-APPLE SMARTPHONE SHIPMENTS FROM CHINA DECREASED 25% Y/Y TO 13.1 MILLION UNITS IN Q4 - CANALYS,urn:newsml:reuters.com:20250116:nL4N3OC01M:3,NS:RTRS,AAPL.O
2025-01-16 00:45:01.000,CORRECTED-Q4 SMARTPHONE SHIPMENTS FROM CHINA INCREASED 5% Y/Y TO 77.4 MILLION UNITS IN 2024 - CANALYS,urn:newsml:reuters.com:20250116:nL4N3OC01M:2,NS:RTRS,AAPL.O
2025-01-16 00:45:00.000,CORRECTED-ANNUAL SHIPMENTS OF CHINESE SMARTPHONES INCREASED 4% Y/Y TO 285 MILLION UNITS IN 2024  - CANALYS,urn:newsml:reuters.com:20250116:nL4N3OC01M:1,NS:RTRS,AAPL.O
2025-01-15 22:51:50.000,"EXCLUSIVE-Apple in talks with Barclays, Synchrony to replace Goldman in credit card deal, sources say",urn:newsml:reuters.com:20250115:nL4N3OB1LX:2,NS:RTRS,AAPL.O
2025-01-15 22:51:31.000,EXCLUSIVE-APPLE ALSO IN TALKS WITH SYNCHRONY FINANCIAL TO REPLACE GOLDMAN IN CREDIT CARD DEAL-SOURCE,urn:newsml:reuters.com:20250115:nL4N3OB1LX:2,NS:RTRS,AAPL.O
2025-01-15 22:51:30.000,EXCLUSIVE-APPLE IN TALKS WITH BARCLAYS TO REPLACE GOLDMAN SACHS IN CREDIT CARD DEAL-SOURCES,urn:newsml:reuters.com:20250115:nL4N3OB1LX:1,NS:RTRS,AAPL.O
2025-01-15 16:03:26.000,Goldman Sachs CEO says Apple card partnership may end before 2030,urn:newsml:reuters.com:20250115:nL1N3OB0QG:5,NS:RTRS,AAPL.O
2025-02-10 21:47:34.000,"CORRECTED-BRIEF-Musk's Attorney Marc Toberoff Consortium Of Investors Led By Elon Musk, Offers More Than $97 Billion To Purchase All Assets Of Openai",urn:newsml:reuters.com:20250210:nFWN3P11C9:2,NS:RTRS,MSFT.O
2025-02-10 21:39:48.331,"MARC TOBEROFF: CONSORTIUM OF INVESTORS LED BY ELON MUSK, INCLUDES VY FUND III, L.P., EMANUEL CAPITAL MANAGEMENT, LLC, EIGHT PARTNERS VC, LLC",urn:newsml:reuters.com:20250210:nFWN3P11C9:4,NS:RTRS,MSFT.O
2025-02-10 21:38:26.634,"MARC TOBEROFF: CONSORTIUM OF INVESTORS LED BY ELON MUSK, INCLUDES X.AI CORP., BARON CAPITAL, VALOR MANAGEMENT, ALTREIDES MANAGEMENT",urn:newsml:reuters.com:20250210:nFWN3P11C9:3,NS:RTRS,MSFT.O
2025-02-10 21:36:07.876,"MUSK'S ATTORNEY MARC TOBEROFF: ""ELON MUSK-LED GROUP AIMS TO REESTABLISH OPENAI AS A SAFETY-FOCUSED, OPEN-SOURCE FORCE FOR GOOD""",urn:newsml:reuters.com:20250210:nFWN3P11C9:2,NS:RTRS,MSFT.O
2025-02-10 21:34:07.956,"MUSK'S ATTORNEY MARC TOBEROFF: CONSORTIUM OF INVESTORS LED BY ELON MUSK, OFFERS MORE THAN $97 BILLION TO PURCHASE ALL ASSETS OF OPENAI",urn:newsml:reuters.com:20250210:nFWN3P11C9:1,NS:RTRS,MSFT.O
2025-02-10 20:42:18.000,BRIEF-Elon Musk-Led Group Makes $97.4 Billion Bid For Control Of OpenAI- WSJ,urn:newsml:reuters.com:20250210:nFWN3P11BY:1,NS:RTRS,MSFT.O
2025-02-08 19:46:10.000,Billionaire Musk says not interested in acquiring TikTok,urn:newsml:reuters.com:20250208:nL3N3OI0C7:5,NS:RTRS,MSFT.O
2025-02-05 13:42:02.000,AMD's $4.9 bln ZT Systems deal faces EU antitrust decision by March 12,urn:newsml:reuters.com:20250205:nL1N3OW0O7:5,NS:RTRS,MSFT.O
2025-01-31 06:15:43.000,PRESS DIGEST - Wall Street Journal - Jan 31,urn:newsml:reuters.com:20250131:nL3N3OR0DC:1,NS:RTRS,MSFT.O
2025-01-30 04:01:57.000,PRESS DIGEST-British Business - Jan 30,urn:newsml:reuters.com:20250130:nL3N3OQ06U:1,NS:RTRS,MSFT.O
2025-01-28 13:05:22.272,Newscasts - Trump says Microsoft is in talks to acquire TikTok,urn:newsml:reuters.com:20250128:nRTV3Q4KhR:25,NS:RTRS,MSFT.O
2025-01-23 12:46:24.000,ANALYSIS-Britain appeals to Big Tech with change of regulatory guard,urn:newsml:reuters.com:20250123:nL5N3OI1EH:2,NS:RTRS,MSFT.O
2025-01-22 15:01:41.000,EXPLAINER -What does UK's Reeves' removal of a competition regulator mean for growth?,urn:newsml:reuters.com:20250122:nL5N3OI147:1,NS:RTRS,MSFT.O
2025-01-22 11:49:59.000,UPDATE 3-UK boots out antitrust boss for failing to back growth agenda,urn:newsml:reuters.com:20250122:nL5N3OI0CN:1,NS:RTRS,MSFT.O
2025-01-22 06:39:41.000,PRESS DIGEST - Wall Street Journal - Jan 22,urn:newsml:reuters.com:20250122:nL3N3OI0FC:1,NS:RTRS,MSFT.O
2025-01-13 11:00:00.000,TRUVETA SAYS PLANS TO BUILD LARGEST GENETIC DATABASE,urn:newsml:reuters.com:20250113:nL1N3O612M:2,NS:RTRS,MSFT.O
2025-01-13 11:00:00.000,"HEALTHCARE RESEARCH FIRM TRUVETA SAYS REGENERON, ILLUMINA, U.S. HEALTH SYSTEMS TAKE $320 MLN STAKE IN COMPANY",urn:newsml:reuters.com:20250113:nL1N3O612M:1,NS:RTRS,MSFT.O
2025-01-13 11:00:00.000,"Truveta sells stakes to Regeneron, Illumina in deal to build genetic database",urn:newsml:reuters.com:20250113:nL1N3O612M:5,NS:RTRS,MSFT.O
2025-01-10 22:12:40.000,UPDATE 6-Constellation Energy to buy Calpine in blockbuster $16.4 billion US power deal,urn:newsml:reuters.com:20250110:nL4N3O60T6:1,NS:RTRS,MSFT.O
2025-02-08 19:46:10.000,Billionaire Musk says not interested in acquiring TikTok,urn:newsml:reuters.com:20250208:nL3N3OI0C7:5,NS:RTRS,GOOGL.O
2025-02-07 00:41:57.000,BRIEF-Alphabet's Verily To Sell Granular Insurance Business To Elevance Health- CNBC,urn:newsml:reuters.com:20250207:nFWN3OX1W2:1,NS:RTRS,GOOGL.O
2025-02-07 00:40:43.876,ALPHABET’S VERILY TO SELL GRANULAR INSURANCE BUSINESS TO ELEVANCE HEALTH- CNBC,urn:newsml:reuters.com:20250207:nFWN3OX1W2:1,NS:RTRS,GOOGL.O
2025-02-06 05:34:20.000,PRESS DIGEST - Wall Street Journal - Feb 6,urn:newsml:reuters.com:20250206:nL4N3OX0CT:1,NS:RTRS,GOOGL.O
2025-01-22 15:34:31.000,FACTBOX-List of UK competition regulator cases as new boss steps in,urn:newsml:reuters.com:20250122:nL3N3OI11S:1,NS:RTRS,GOOGL.O
2025-01-22 11:49:59.000,UPDATE 3-UK boots out antitrust boss for failing to back growth agenda,urn:newsml:reuters.com:20250122:nL5N3OI0CN:1,NS:RTRS,GOOGL.O
2025-01-17 12:00:00.000,RPT-BREAKINGVIEWS-Mega-merger boom threatens a shareholder bloodbath,urn:newsml:reuters.com:20250117:nL4N3OD0K4:6,NS:RTRS,GOOGL.O
2025-01-16 22:00:00.000,BREAKINGVIEWS-Mega-merger boom threatens a shareholder bloodbath,urn:newsml:reuters.com:20250116:nL4N3OC18Q:1,NS:RTRS,GOOGL.O
2025-01-09 01:12:56.000,"UPDATE 1-SoftBank and Arm weigh acquiring Ampere Computing, source says",urn:newsml:reuters.com:20250109:nL4N3O500Y:1,NS:RTRS,GOOGL.O
2025-01-31 06:15:43.000,PRESS DIGEST - Wall Street Journal - Jan 31,urn:newsml:reuters.com:20250131:nL3N3OR0DC:1,NS:RTRS,AMZN.O
2025-01-28 04:29:04.000,PRESS DIGEST-British Business - Jan 28,urn:newsml:reuters.com:20250128:nL3N3OO06U:1,NS:RTRS,AMZN.O
2025-01-23 12:46:24.000,ANALYSIS-Britain appeals to Big Tech with change of regulatory guard,urn:newsml:reuters.com:20250123:nL5N3OI1EH:2,NS:RTRS,AMZN.O
2025-01-22 11:49:59.000,UPDATE 3-UK boots out antitrust boss for failing to back growth agenda,urn:newsml:reuters.com:20250122:nL5N3OI0CN:1,NS:RTRS,AMZN.O
2025-01-15 00:44:37.000,UPDATE 2-US SEC sues Elon Musk over late disclosure of Twitter stake,urn:newsml:reuters.com:20250114:nL1N3OA19E:1,NS:RTRS,AMZN.O
2025-01-14 17:40:15.000,"CORRECTED-MUSK, ZUCKERBERG AND BEZOS TO ATTEND TRUMP INAUGURATION -NBC REPORTER ON X (CORRECTS SPELLING OF ZUCKERBERG)",urn:newsml:reuters.com:20250114:nL1N3OA0US:1,NS:RTRS,AMZN.O
2025-01-08 05:33:35.000,PRESS DIGEST - Wall Street Journal - Jan 8,urn:newsml:reuters.com:20250108:nL4N3O40BD:1,NS:RTRS,AMZN.O
2025-01-06 06:14:47.000,PRESS DIGEST - Wall Street Journal - Jan 6,urn:newsml:reuters.com:20250106:nL4N3O20EE:1,NS:RTRS,AMZN.O
2025-02-08 19:46:10.000,Billionaire Musk says not interested in acquiring TikTok,urn:newsml:reuters.com:20250208:nL3N3OI0C7:5,NS:RTRS,TSLA.O
2025-02-07 12:00:00.000,RPT-BREAKINGVIEWS-Foxconn can cast wary eye over Nissan,urn:newsml:reuters.com:20250207:nL4N3OY0PI:3,NS:RTRS,TSLA.O
2025-02-07 08:08:03.000,BREAKINGVIEWS-Foxconn can cast wary eye over Nissan,urn:newsml:reuters.com:20250207:nL4N3OY083:11,NS:RTRS,TSLA.O
2025-01-28 13:05:22.272,Newscasts - Trump says Microsoft is in talks to acquire TikTok,urn:newsml:reuters.com:20250128:nRTV3Q4KhR:25,NS:RTRS,TSLA.O
2025-01-28 04:36:08.000,PRESS DIGEST- Financial Times - Jan 28,urn:newsml:reuters.com:20250128:nL3N3OO07O:1,NS:RTRS,TSLA.O
2025-01-28 04:29:04.000,PRESS DIGEST-British Business - Jan 28,urn:newsml:reuters.com:20250128:nL3N3OO06U:1,NS:RTRS,TSLA.O
2025-01-27 17:02:22.264,"Newscasts - TikTok: new merger proposals swirl, Trump sees quick decision",urn:newsml:reuters.com:20250127:nRTVbgyFj7:32,NS:RTRS,TSLA.O
2025-01-21 23:37:32.000,UPDATE 1-Trump says he is open to Musk buying TikTok if Tesla CEO wants to do so,urn:newsml:reuters.com:20250121:nL2N3OH1F0:7,NS:RTRS,TSLA.O
2025-01-15 00:44:37.000,UPDATE 2-US SEC sues Elon Musk over late disclosure of Twitter stake,urn:newsml:reuters.com:20250114:nL1N3OA19E:1,NS:RTRS,TSLA.O
2025-01-14 17:40:15.000,"CORRECTED-MUSK, ZUCKERBERG AND BEZOS TO ATTEND TRUMP INAUGURATION -NBC REPORTER ON X (CORRECTS SPELLING OF ZUCKERBERG)",urn:newsml:reuters.com:20250114:nL1N3OA0US:1,NS:RTRS,TSLA.O
2025-01-03 21:44:01.000,M&A boutique firm Tidal Partners hires Evercore banker for software dealmaking,urn:newsml:reuters.com:20250103:nL1N3NZ0JO:2,NS:RTRS,TSLA.O
2025-01-03 07:22:42.000,PRESS DIGEST - Wall Street Journal - Jan 3,urn:newsml:reuters.com:20250103:nL4N3NZ0AJ:1,NS:RTRS,TSLA.O
2025-01-03 07:18:06.000,PRESS DIGEST- New York Times business news - Jan 3,urn:newsml:reuters.com:20250103:nL4N3NZ0BH:1,NS:RTRS,TSLA.O
2025-01-02 06:20:39.000,PRESS DIGEST- Wall Street Journal - Jan 2,urn:newsml:reuters.com:20250102:nL4N3NY07N:1,NS:RTRS,TSLA.O
2025-02-07 02:43:55.000,UPDATE 3-Trump meets U.S. Steel CEO to discuss deal with Nippon Steel,urn:newsml:reuters.com:20250207:nL1N3OY029:10,NS:RTRS,META.O
2025-01-22 15:34:31.000,FACTBOX-List of UK competition regulator cases as new boss steps in,urn:newsml:reuters.com:20250122:nL3N3OI11S:1,NS:RTRS,META.O
2025-01-22 11:49:59.000,UPDATE 3-UK boots out antitrust boss for failing to back growth agenda,urn:newsml:reuters.com:20250122:nL5N3OI0CN:1,NS:RTRS,META.O
2025-01-21 22:53:55.000,Trump says he is open to Musk buying TikTok if Tesla CEO wants to do so,urn:newsml:reuters.com:20250121:nS0N3O3049:6,NS:RTRS,META.O
2025-01-15 11:00:00.000,Republican bill seeks to curtail US FTC's merger-busting powers,urn:newsml:reuters.com:20250115:nL1N3NI118:1,NS:RTRS,META.O
2025-01-14 17:40:15.000,"CORRECTED-MUSK, ZUCKERBERG AND BEZOS TO ATTEND TRUMP INAUGURATION -NBC REPORTER ON X (CORRECTS SPELLING OF ZUCKERBERG)",urn:newsml:reuters.com:20250114:nL1N3OA0US:1,NS:RTRS,META.O
2025-01-13 13:05:45.000,"BRIEF-Engie, Meta Sign Renewable Energy Deal For Supply Of 200 MW",urn:newsml:reuters.com:20250113:nFWN3O91E6:1,NS:RTRS,META.O
2025-01-08 05:33:35.000,PRESS DIGEST - Wall Street Journal - Jan 8,urn:newsml:reuters.com:20250108:nL4N3O40BD:1,NS:RTRS,META.O
2025-01-03 21:44:01.000,M&A boutique firm Tidal Partners hires Evercore banker for software dealmaking,urn:newsml:reuters.com:20250103:nL1N3NZ0JO:2,NS:RTRS,META.O
2025-01-03 07:22:42.000,PRESS DIGEST - Wall Street Journal - Jan 3,urn:newsml:reuters.com:20250103:nL4N3NZ0AJ:1,NS:RTRS,META.O
2025-01-03 03:40:50.000,PRESS DIGEST-British Business - Jan 3,urn:newsml:reuters.com:20250103:nL4N3NZ06K:1,NS:RTRS,META.O
2025-02-05 13:42:02.000,AMD's $4.9 bln ZT Systems deal faces EU antitrust decision by March 12,urn:newsml:reuters.com:20250205:nL1N3OW0O7:5,NS:RTRS,NVDA.O
2025-01-23 12:46:24.000,ANALYSIS-Britain appeals to Big Tech with change of regulatory guard,urn:newsml:reuters.com:20250123:nL5N3OI1EH:2,NS:RTRS,NVDA.O
2025-01-15 11:00:00.000,Republican bill seeks to curtail US FTC's merger-busting powers,urn:newsml:reuters.com:20250115:nL1N3NI118:1,NS:RTRS,NVDA.O
2025-01-10 18:05:58.000,UPDATE 1-EU approves Synopsys' $35 billion Ansys deal under conditions,urn:newsml:reuters.com:20250110:nL1N3O60YN:2,NS:RTRS,NVDA.O
2025-02-05 13:42:02.000,AMD's $4.9 bln ZT Systems deal faces EU antitrust decision by March 12,urn:newsml:reuters.com:20250205:nL1N3OW0O7:5,NS:RTRS,NVDA.O
2025-01-23 12:46:24.000,ANALYSIS-Britain appeals to Big Tech with change of regulatory guard,urn:newsml:reuters.com:20250123:nL5N3OI1EH:2,NS:RTRS,NVDA.O
2025-01-15 11:00:00.000,Republican bill seeks to curtail US FTC's merger-busting powers,urn:newsml:reuters.com:20250115:nL1N3NI118:1,NS:RTRS,NVDA.O
2025-01-10 18:05:58.000,UPDATE 1-EU approves Synopsys' $35 billion Ansys deal under conditions,urn:newsml:reuters.com:20250110:nL1N3O60YN:2,NS:RTRS,NVDA.O
2025-01-09 01:12:56.000,"UPDATE 1-SoftBank and Arm weigh acquiring Ampere Computing, source says",urn:newsml:reuters.com:20250109:nL4N3O500Y:1,NS:RTRS,INTC.O
2025-01-31 18:08:07.000,BREAKINGVIEWS-Trump trustbusters flash a clear M&A signal,urn:newsml:reuters.com:20250131:nL3N3OR0ZG:2,NS:RTRS,CSCO.O
2025-01-30 22:53:55.000,UPDATE 6-US DOJ sues to block Hewlett Packard Enterprise's $14 billion Juniper deal,urn:newsml:reuters.com:20250130:nL3N3OQ1OX:14,NS:RTRS,CSCO.O
2025-01-03 21:44:01.000,M&A boutique firm Tidal Partners hires Evercore banker for software dealmaking,urn:newsml:reuters.com:20250103:nL1N3NZ0JO:2,NS:RTRS,CSCO.O
2025-01-21 14:48:00.000,ANALYSIS-Russia hits back with multi-billion penalty on Austrian bank,urn:newsml:reuters.com:20250121:nL5N3OH165:1,NS:RTRS,PEP.O
2025-01-17 16:06:33.000,BRIEF-US FTC Says It Sues PepsiCo For Rigging Soft Drink Competition,urn:newsml:reuters.com:20250117:nFWN3OD1BX:1,NS:RTRS,PEP.O
2025-01-17 16:04:00.000,RPT-U.S. FTC SAYS IT SUES PEPSICO FOR RIGGING SOFT DRINK COMPETITION,urn:newsml:reuters.com:20250117:nFWN3OD1BX:2,NS:RTRS,PEP.O
2025-01-15 02:20:51.000,MEDIA-PepsiCo enters negotiations for minority stake in India's Haldiram Snacks Food - ET,urn:newsml:reuters.com:20250115:nL4N3OB05H:1,NS:RTRS,PEP.O
2025-02-05 13:42:02.000,AMD's $4.9 bln ZT Systems deal faces EU antitrust decision by March 12,urn:newsml:reuters.com:20250205:nL1N3OW0O7:5,NS:RTRS,AMD.O
2025-01-09 01:12:56.000,"UPDATE 1-SoftBank and Arm weigh acquiring Ampere Computing, source says",urn:newsml:reuters.com:20250109:nL4N3O500Y:1,NS:RTRS,AMD.O
2025-01-06 03:18:47.000,BRIEF-Singapore's CCCS Clears Proposed Acquisition Of ZT Group Int’l By AMD,urn:newsml:reuters.com:20250106:nFWN3NZ0NB:1,NS:RTRS,AMD.O
2025-01-06 03:16:52.431,"SINGAPORE'S CCCS- CCCS CLEARS PROPOSED ACQUISITION OF ZT GROUP INT’L, INC. BY ADVANCED MICRO DEVICES",urn:newsml:reuters.com:20250106:nFWN3NZ0NB:1,NS:RTRS,AMD.O
2025-01-13 19:40:26.849,"GILEAD EXEC SAYS CO EXPECTS TO DO ""SOMETHING LIKE A CYMABAY ACQUISITION EVERY COUPLE OF YEARS"" - JPM HEALTHCARE CONF",urn:newsml:reuters.com:20250113:nFWN3O91XR:1,NS:RTRS,GILD.O
2025-01-28 16:40:38.000,Air France-KLM seeks partners for sustainable fuel in Portugal ahead of TAP sale,urn:newsml:reuters.com:20250128:nL5N3OO1RG:4,NS:RTRS,UAL.O
2025-01-13 11:00:00.000,TRUVETA SAYS PLANS TO BUILD LARGEST GENETIC DATABASE,urn:newsml:reuters.com:20250113:nL1N3O612M:2,NS:RTRS,REGN.O
2025-01-13 11:00:00.000,"HEALTHCARE RESEARCH FIRM TRUVETA SAYS REGENERON, ILLUMINA, U.S. HEALTH SYSTEMS TAKE $320 MLN STAKE IN COMPANY",urn:newsml:reuters.com:20250113:nL1N3O612M:1,NS:RTRS,REGN.O
2025-01-13 11:00:00.000,"Truveta sells stakes to Regeneron, Illumina in deal to build genetic database",urn:newsml:reuters.com:20250113:nL1N3O612M:5,NS:RTRS,REGN.O
2025-01-21 14:48:00.000,ANALYSIS-Russia hits back with multi-billion penalty on Austrian bank,urn:newsml:reuters.com:20250121:nL5N3OH165:1,NS:RTRS,MDLZ.O
2025-01-31 19:49:14.000,MEDIA-Sycamore speaking with private credit firms about debt financing for potential Walgreens deal- Bloomberg News,urn:newsml:reuters.com:20250131:nL3N3OR1HF:1,NS:RTRS,WBA.O
2025-02-10 16:13:00.000,UPDATE 2-Fox Corp acquires Red Seat Ventures to tap podcast market,urn:newsml:reuters.com:20250210:nL4N3P119G:6,NS:RTRS,FOXA.O
2025-02-10 14:30:46.000,Fox Corp buys video podcast company Red Seat Ventures,urn:newsml:reuters.com:20250210:nL4N3P117X:2,NS:RTRS,FOXA.O
2025-02-10 14:00:55.000,"MEDIA-Fox acquires Red Seat Ventures, firm behind conservative and true crime podcasts - NYT",urn:newsml:reuters.com:20250210:nL4N3P1164:1,NS:RTRS,FOXA.O
2025-01-10 20:51:28.000,Deals of the day-Mergers and acquisitions,urn:newsml:reuters.com:20250110:nL4N3O61K4:1,NS:RTRS,FOXA.O
2025-01-06 21:03:15.312,Newscasts - Disney and Fubo to merge live TV streaming services,urn:newsml:reuters.com:20250106:nRTV7rs0md:13,NS:RTRS,FOXA.O
2025-01-06 20:33:23.000,Deals of the day-Mergers and acquisitions,urn:newsml:reuters.com:20250106:nL4N3O21CD:1,NS:RTRS,FOXA.O
2025-01-06 19:36:30.000,"UPDATE 6-Disney's Hulu + Live TV business to combine with Fubo, clearing way for Venu Sports",urn:newsml:reuters.com:20250106:nL4N3O20S0:2,NS:RTRS,FOXA.O
2025-01-07 18:49:19.000,UPDATE 3-Paychex to buy rival Paycor in $4.1 bln deal to expand AI-driven HR products,urn:newsml:reuters.com:20250107:nL4N3O313Y:7,NS:RTRS,ADP.O
2025-01-10 18:05:58.000,UPDATE 1-EU approves Synopsys' $35 billion Ansys deal under conditions,urn:newsml:reuters.com:20250110:nL1N3O60YN:2,NS:RTRS,CDNS.O
2025-01-10 17:30:00.000,EU SAYS PARTIES HAVE OFFERED TO DIVEST SYNOPSYS' OPTICS AND PHOTONICS SOFTWARE AND ANSYS' REGISTER-TRANSFER-LEVEL POWER CONSUMPTION ANALYSIS SOFTWARE POWERARTIST,urn:newsml:reuters.com:20250110:nL8N3O61MK:2,NS:RTRS,CDNS.O
2025-01-10 17:30:00.000,EU COMMISSION APPROVES ACQUISITION OF ANSYS BY SYNOPSYS SUBJECT TO CONDITIONS,urn:newsml:reuters.com:20250110:nL8N3O61MK:1,NS:RTRS,CDNS.O
2025-01-10 17:30:00.000,EU approves Synopsys' $35 billion Ansys deal under conditions,urn:newsml:reuters.com:20250110:nL8N3O61MK:4,NS:RTRS,CDNS.O
2025-01-10 18:21:09.000,BREAKINGVIEWS-Constellation mega-deal delicately orbits AI sun,urn:newsml:reuters.com:20250110:nL4N3O6128:10,NS:RTRS,EXC.O
2025-02-10 14:09:55.000,FACTBOX-Activist Elliott's recent holdings and campaigns,urn:newsml:reuters.com:20250210:nL8N3P10OR:5,NS:RTRS,SBUX.O
2025-01-02 15:00:00.000,Record number of activist investors joined shareholder rebellion in 2024,urn:newsml:reuters.com:20250102:nL1N3NW0J5:4,NS:RTRS,SBUX.O
2025-02-08 19:46:10.000,Billionaire Musk says not interested in acquiring TikTok,urn:newsml:reuters.com:20250208:nL3N3OI0C7:5,NS:RTRS,GOOG.O
2025-02-07 00:41:57.000,BRIEF-Alphabet's Verily To Sell Granular Insurance Business To Elevance Health- CNBC,urn:newsml:reuters.com:20250207:nFWN3OX1W2:1,NS:RTRS,GOOG.O
2025-02-07 00:40:43.876,ALPHABET’S VERILY TO SELL GRANULAR INSURANCE BUSINESS TO ELEVANCE HEALTH- CNBC,urn:newsml:reuters.com:20250207:nFWN3OX1W2:1,NS:RTRS,GOOG.O
2025-02-06 05:34:20.000,PRESS DIGEST - Wall Street Journal - Feb 6,urn:newsml:reuters.com:20250206:nL4N3OX0CT:1,NS:RTRS,GOOG.O
2025-01-22 15:34:31.000,FACTBOX-List of UK competition regulator cases as new boss steps in,urn:newsml:reuters.com:20250122:nL3N3OI11S:1,NS:RTRS,GOOG.O
2025-01-22 11:49:59.000,UPDATE 3-UK boots out antitrust boss for failing to back growth agenda,urn:newsml:reuters.com:20250122:nL5N3OI0CN:1,NS:RTRS,GOOG.O
2025-01-17 12:00:00.000,RPT-BREAKINGVIEWS-Mega-merger boom threatens a shareholder bloodbath,urn:newsml:reuters.com:20250117:nL4N3OD0K4:6,NS:RTRS,GOOG.O
2025-01-16 22:00:00.000,BREAKINGVIEWS-Mega-merger boom threatens a shareholder bloodbath,urn:newsml:reuters.com:20250116:nL4N3OC18Q:1,NS:RTRS,GOOG.O
2025-01-09 01:12:56.000,"UPDATE 1-SoftBank and Arm weigh acquiring Ampere Computing, source says",urn:newsml:reuters.com:20250109:nL4N3O500Y:1,NS:RTRS,GOOG.O
